mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,BMC/Body weight
parameter_id,IMPC_DXA_007_001
gene_symbol,Ola1
gene_accession_id,MGI:1914309
pvalue,0.9088889
analysis_id,18symgv4tu48jt3
