gene_symbol,Arpc2
gene_accession_id,MGI:1923959
analysis_id,5964v348orcdkmz
pvalue,0.6248892
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_017_001
parameter_name,Center average speed
mouse_strain,C57BL
