gene_symbol,Wars2
analysis_id,o9e89dyd72o53t8
mouse_strain,C57BL
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
parameter_id,MGP_IMM_028_001
pvalue,0.8320951
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
