parameter_id,IMPC_HEM_031_001
pvalue,0.6436024
parameter_name,Lymphocyte differential count
mouse_strain,C57BL
analysis_id,8e6acm0db61zhet
gene_symbol,Slc28a2
mouse_life_stage,Early adult
gene_accession_id,MGI:1913105
