parameter_id,IMPC_ABR_008_001
parameter_name,18kHz-evoked ABR Threshold
analysis_id,503q972p91o3si8
pvalue,0.6047119
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
mouse_strain,C57BL
mouse_life_stage,E9.5
