gene_symbol,Ubxn4
mouse_life_stage,Late adult
analysis_id,14p1lam20p5084q
gene_accession_id,MGI:1915062
parameter_id,HRWLLA_OFD_011_001
parameter_name,Periphery resting time
pvalue,0.2584935
mouse_strain,C57BL
