parameter_id,IMPC_ABR_006_001
parameter_name,12kHz-evoked ABR Threshold
analysis_id,12z63sf4e263h0o
pvalue,0.3908347
gene_symbol,Trp53rkb
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914050
