parameter_id,MGP_CSD_067_001
pvalue,0.9591685
parameter_name,Snout size
analysis_id,m4s1972r90vm88y
gene_accession_id,MGI:1924360
gene_symbol,Gpbp1l1
mouse_life_stage,Early adult
mouse_strain,C57BL
