parameter_id,IMPC_ECG_003_001
mouse_strain,C57BL
gene_accession_id,MGI:2684980
analysis_id,m91jw0cdqf9u2j9
pvalue,0.1351015
parameter_name,CV
mouse_life_stage,Early adult
gene_symbol,Mms22l
