gene_symbol,Eprs1
parameter_name,Humerus
gene_accession_id,MGI:97838
pvalue,0.9073637
mouse_strain,C57BL
analysis_id,t395n40zxc78z91
parameter_id,IMPC_XRY_021_001
mouse_life_stage,E9.5
