parameter_name,Embryo Size
analysis_id,9fzy5t839k6gh42
gene_symbol,Abo
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2135738
pvalue,0.3015123
parameter_id,IMPC_GEL_032_001
