parameter_id,HRWLLA_OFD_013_001
pvalue,0.2641495
analysis_id,ed308y526v8yru7
mouse_strain,C57BL
gene_symbol,Rab3gap2
mouse_life_stage,Early adult
parameter_name,Periphery average speed
gene_accession_id,MGI:1916043
