parameter_name,Eye
pvalue,0.7449984
mouse_strain,C57BL
gene_symbol,Cdin1
parameter_id,IMPC_EYE_001_001
mouse_life_stage,E9.5
analysis_id,tn34b2uehg656rw
gene_accession_id,MGI:3026886
