gene_symbol,Dnajc8
parameter_id,M-G-P_014_001_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
parameter_name,Eye
mouse_strain,C57BL
analysis_id,800f113n56so9f9
pvalue,0.6433833
