gene_symbol,Slx4ip
pvalue,0.2817887
mouse_strain,C57BL
parameter_name,ST
parameter_id,IMPC_ECG_008_001
analysis_id,128ago1qz02vyx3
gene_accession_id,MGI:1921493
mouse_life_stage,Early adult
