parameter_id,JAXLA_CSD_007_001
parameter_name,Coat - color - abdomen
pvalue,0.1996253
gene_symbol,Slc17a9
analysis_id,e922281qzoz8v9g
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1919107
