parameter_id,IMPC_GEP_076_001
pvalue,0.7495216
mouse_life_stage,Early adult
analysis_id,9p6884t47ixcf10
parameter_name,Cleft palate
gene_accession_id,MGI:1274787
gene_symbol,Trdmt1
mouse_strain,C57BL
