mouse_strain,129SV
analysis_id,l45p5htlq15b0so
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
gene_symbol,Mms22l
parameter_name,Vitreous
parameter_id,UCDLA_EYE_083_001
pvalue,0.9207137
