mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
analysis_id,9id070f3nincq92
parameter_name,BMC/Body weight
parameter_id,IMPC_DXA_007_001
pvalue,0.3189677
gene_symbol,Lpgat1
mouse_strain,C57BL
