gene_symbol,Frmpd1
parameter_name,Cleft palate
gene_accession_id,MGI:2446274
parameter_id,IMPC_GEP_076_001
analysis_id,cm7y96c6clfusy1
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1179517
