parameter_id,IMPC_EYE_006_001
analysis_id,3s918557w769w88
gene_accession_id,MGI:95457
pvalue,0.1461124
mouse_strain,C3H
parameter_name,Narrow eye opening
gene_symbol,Mecom
mouse_life_stage,Early adult
