gene_symbol,FGB
Pvalue,0.7819982
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,0er3916heni22iq
gene_accession_id,MGI:99501
parameter_id,IMPC_EYE_026_001
parameter_name,Retinal Blood Vessels Pattern
