parameter_id,IMPC_CBC_003_001
mouse_strain,C57BL
pvalue,0.7696842
gene_symbol,Ahcy
mouse_life_stage,E12.5
gene_accession_id,MGI:87968
analysis_id,w09ja8q4w53ux9g
parameter_name,Chloride
