gene_symbol,Etfdh
parameter_id,IMPC_ABR_008_001
analysis_id,r8994vc60sk3xb1
gene_accession_id,MGI:106100
mouse_strain,C57BL
pvalue,0.5377595
parameter_name,18kHz-evoked ABR Threshold
mouse_life_stage,Early adult
