gene_symbol,Inpp1
pvalue,0.8560171
mouse_life_stage,Early adult
parameter_name,Center average speed
analysis_id,71o453e8d01inj5
gene_accession_id,MGI:104848
mouse_strain,C57BL
parameter_id,IMPC_OFD_017_001
