parameter_name,Phosphorus
gene_accession_id,MGI:2685277
parameter_id,HMGULA_CBC_010_001
mouse_strain,C57BL
gene_symbol,Zyg11b
mouse_life_stage,E18.5
analysis_id,wss7h44ki2m58f0
pvalue,0.4787661
