parameter_id,IMPC_CBC_007_001
mouse_strain,C57BL
analysis_id,897k6k8amj48lg0
gene_accession_id,MGI:1914071
pvalue,0.522595
mouse_life_stage,E12.5
parameter_name,Albumin
gene_symbol,Bcs1l
