gene_symbol,Fgb
mouse_strain,C57BL
pvalue,0.4014878
parameter_id,IMPC_IPG_011_001
gene_accession_id,MGI:99501
mouse_life_stage,Early adult
analysis_id,dnl51ec9ffut7en
parameter_name,Initial response to glucose challenge
