gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
parameter_name,QT
mouse_strain,129SV
parameter_id,IMPC_ECG_028_001
pvalue,0.7991407
analysis_id,z7076bhbu5dfvb4
mouse_life_stage,Early adult
