gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
mouse_life_stage,Middle aged adult
parameter_id,IMPC_IMM_055_001
mouse_strain,C57BL
parameter_name,NK Subsets (Q2)
analysis_id,z9l31vk9w283hzs
pvalue,0.8751194
