parameter_id,IMPC_CSD_078_001
gene_symbol,Etfdh
parameter_name,Vocalization
mouse_life_stage,Early adult
gene_accession_id,MGI:106100
pvalue,0.3797127
mouse_strain,C57BL
analysis_id,5s0g9y6f9572745
