gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,KLRG1+ Treg cells - % of CD45+
parameter_id,MGP_IMM_079_001
mouse_life_stage,E12.5
analysis_id,rz918u74d823bk1
pvalue,0.6049634
gene_accession_id,MGI:1917810
