mouse_strain,129SV
gene_symbol,Nipal3
gene_accession_id,MGI:1921802
analysis_id,i63f22wo7q9dtkg
pvalue,0.5678448
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_060_001
parameter_name,Neural tube morphology
