parameter_id,HRWLLA_OFD_011_001
gene_symbol,Sema6c
pvalue,0.7419022
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,c8kfqbf0ddxkb6y
parameter_name,Periphery resting time
gene_accession_id,MGI:1338032
