gene_symbol,Ola1
pvalue,0.6729899
mouse_life_stage,Early adult
gene_accession_id,MGI:1914309
analysis_id,1763sn16bbe665y
mouse_strain,C57BL
parameter_id,JAXLA_EYE_092_001
parameter_name,Retina (combined)
