mouse_life_stage,Late adult
parameter_id,MGP_IMM_022_001
pvalue,0.3812775
mouse_strain,C57BL
gene_symbol,Hnf4a
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,4p5o28z56zqn9wh
gene_accession_id,MGI:109128
