gene_symbol,Dmap1
mouse_strain,C57BL
gene_accession_id,MGI:1913483
pvalue,0.440317
parameter_id,IMPC_CBC_008_001
analysis_id,jv6k1614727fg7t
mouse_life_stage,Early adult
parameter_name,Total bilirubin
