parameter_id,MGP_MLN_063_001
analysis_id,5d82a5159g0w2j6
mouse_strain,C57BL
pvalue,0.857067
mouse_life_stage,E15.5
gene_symbol,Fgb
parameter_name,Total ab T cells - % of CD45+
gene_accession_id,MGI:99501
