gene_symbol,Zmynd8
parameter_name,% Pre-pulse inhibition - PPI4
gene_accession_id,MGI:1918025
pvalue,0.3113656
analysis_id,7412sam9p71s071
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_ACS_036_001
