gene_symbol,Cdin1
pvalue,0.4566267
gene_accession_id,MGI:3026886
parameter_name,Whole arena resting time
mouse_strain,C57BL
parameter_id,JAXLA_OFD_007_001
analysis_id,93ae34183hn4xb1
mouse_life_stage,E9.5
