gene_symbol,Abo
pvalue,0.7532326
mouse_strain,C57BL
parameter_id,TCPLA_CSD_030_001
parameter_name,Tremor
gene_accession_id,MGI:2135738
mouse_life_stage,Early adult
analysis_id,n952f51indt96g0
