mouse_strain,129SV
parameter_id,M-G-P_007_001_010
parameter_name,center - distance
analysis_id,6310j8b83zq91ad
pvalue,0.09555158
mouse_life_stage,Early adult
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
