gene_symbol,LPGAT1
pvalue,0.8334295
analysis_id,2665u76xt8740m2
gene_accession_id,MGI:2446186
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_XRY_065_001
parameter_name,Lumbar processes
