gene_symbol,Extl1
analysis_id,o49n1nysc7c2p8g
mouse_strain,C57BL
parameter_name,Others
gene_accession_id,MGI:1888742
pvalue,0.9222848
parameter_id,IMPC_IMM_006_001
mouse_life_stage,Early adult
