gene_symbol,Tbl1xr1
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2441730
analysis_id,99m30wmbp97avqx
parameter_name,Periphery permanence time
parameter_id,IMPC_OFD_012_001
pvalue,0.702348
