mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_011_001
pvalue,0.9839907
analysis_id,766l7a178459001
gene_accession_id,MGI:1934811
mouse_strain,C57BL
gene_symbol,Nucks1
parameter_name,Periphery resting time
