parameter_name,Total cholesterol
mouse_strain,C57BL
analysis_id,w24d249172phs5h
gene_accession_id,MGI:2140475
gene_symbol,AU040320
parameter_id,HMGULA_CBC_015_001
pvalue,0.1213645
mouse_life_stage,Late adult
