pvalue,0.05232123
parameter_id,MGP_IMM_071_001
gene_symbol,Hspa5
analysis_id,1ux4crkoy4ot0wf
mouse_life_stage,E9.5
parameter_name,Total CD4+ T cells - % of CD45+
gene_accession_id,MGI:95835
mouse_strain,C57BL
