parameter_id,IMPC_ACS_037_001
mouse_life_stage,Middle aged adult
pvalue,0.1173018
analysis_id,7b52016p71b1cv8
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - Global
