gene_symbol,Mapkap1
parameter_id,IMPC_ECH_003_001
analysis_id,3y19j2s97h8c4ct
pvalue,0.0531201
mouse_life_stage,Early adult
parameter_name,Stroke Volume
gene_accession_id,MGI:2444554
mouse_strain,C57BL
