gene_symbol,Ahcy
parameter_name,Thoracic processes
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.4642507
analysis_id,p68p0cx996ud21w
gene_accession_id,MGI:87968
parameter_id,IMPC_XRY_064_001
