gene_symbol,Mms22l
mouse_life_stage,Early adult
pvalue,0.1351792
gene_accession_id,MGI:2684980
analysis_id,k95yatixjag3g66
mouse_strain,129SV
parameter_id,JAX_ROT_002_001
parameter_name,Average duration
