parameter_id,JAX_OFD_021_001
analysis_id,51l7x1nz768xtdt
gene_accession_id,MGI:1917810
parameter_name,Number of rears - total
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.7732329
gene_symbol,Wars2
