parameter_id,JAXLA_OFD_009_001
mouse_strain,C57BL
gene_symbol,Wars2
mouse_life_stage,E12.5
pvalue,0.4793163
gene_accession_id,MGI:1917810
analysis_id,0dv94h4ddytjxuj
parameter_name,Whole arena average speed
