gene_symbol,SNAP23
parameter_id,IMPC_EYE_024_001
gene_accession_id,MGI:109356
pvalue,0.6507643
parameter_name,Retinal Blood Vessels
mouse_life_stage,Late adult
analysis_id,313c275tc40xr2s
mouse_strain,C57BL
