mouse_strain,C57BL
analysis_id,q89n9av8d073841
parameter_id,IMPC_GEP_076_001
pvalue,0.1391519
gene_accession_id,MGI:105073
gene_symbol,Tnni1
mouse_life_stage,Early adult
parameter_name,Cleft palate
