gene_symbol,Eprs1
parameter_name,% Freezing duration pre-cue-2
analysis_id,6n66edrn5419895
pvalue,0.2922449
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
parameter_id,ICS_FEA_019_001
mouse_strain,C57BL
