parameter_id,IMPC_XRY_027_001
analysis_id,j3c76v0qaxw7kv5
mouse_life_stage,Early adult
parameter_name,Joints
pvalue,0.9045228
gene_symbol,Car13
gene_accession_id,MGI:1931322
mouse_strain,C57BL
