mouse_strain,129SV
parameter_id,MGP_PBI_012_001
mouse_life_stage,Early adult
gene_symbol,Inpp1
gene_accession_id,MGI:104848
parameter_name,CD4+ KLRG1+ alpha beta T cell percentage
analysis_id,814n09ll2fxu79g
pvalue,0.2579238
