Gene_symbol,Ninl
Mouse_strain,129SV
Pvalue,0.421492
parameter_name,Distance travelled - total
Parameter_id,HRWLLA_OFD_020_001
Analysis_id,q995900452yk094
Gene_accession_id,MGI:1925427
Mouse_life_stage,Early adult
