gene_symbol,AU040320
mouse_life_stage,Middle aged adult
pvalue,0.1524115
parameter_name,Weight
gene_accession_id,MGI:2140475
parameter_id,M-G-P_005_001_001
mouse_strain,C57BL
analysis_id,c8uk6g1t612123e
