gene_symbol,Dmap1
gene_accession_id,MGI:1913483
parameter_id,MGP_MLN_006_001
pvalue,0.5893933
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,316rc6212665gc2
mouse_life_stage,E9.5
mouse_strain,C57BL
