parameter_name,Periphery resting time
gene_accession_id,MGI:3026886
analysis_id,rjt223m06hne955
mouse_strain,C57BL
gene_symbol,Cdin1
mouse_life_stage,E9.5
pvalue,0.561765
parameter_id,IMPC_OFD_011_001
