gene_accession_id,MGI:95576
gene_symbol,Fpgs
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_HBD_001_001
pvalue,0.5377662
parameter_name,Total holepokes
analysis_id,n033553p7498895
